faculty_code,faculty_name,level,program_name,curriculum_type,current_students,over_program_students,over_program_rate,source_file
04,คณะสังคมศาสตร์,ปริญญาตรี,วท.บ. (ภูมิศาสตร์),ไทย,306.0,18.0,0.058823529411764705,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (วัสดุศาสตร์),ไทย,119.0,7.0,0.058823529411764705,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์),ไทย,224.0,13.0,0.05803571428571429,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาตรี,วท.บ. (การจัดการสมัยใหม่และเทคโนโลยีสารสนเทศ),นานาชาติ,139.0,8.0,0.05755395683453238,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาตรี,พย.บ.,นานาชาติ,126.0,7.0,0.05555555555555555,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาตรี,วศ.บ. (วิศวกรรมระบบสารสนเทศและเครือข่าย),นานาชาติ,76.0,4.0,0.05263157894736842,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาตรี,วท.บ. (การออกแบบเชิงบูรณาการสถาปัตยกรรมแนวใหม่),นานาชาติ,59.0,3.0,0.05084745762711865,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
16,คณะเศรษฐศาสตร์,ปริญญาตรี,ศ.บ.,นานาชาติ,480.0,23.0,0.04791666666666667,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (เทคโนโลยีการพัฒนาผลิตภัณฑ์),ไทย,254.0,12.0,0.047244094488188976,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,ศศ.บ. (อาเซียนศึกษา),ไทย,256.0,12.0,0.046875,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาตรี,สถ.บ.,ไทย,413.0,19.0,0.04600484261501211,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
17,คณะสถาปัตยกรรมศาสตร์,ปริญญาตรี,ภ.สถ.บ.,ไทย,154.0,7.0,0.045454545454545456,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (การศึกษาปฐมวัย-การศึกษาพิเศษ),ไทย,133.0,6.0,0.045112781954887216,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาอังกฤษ),ไทย,534.0,24.0,0.0449438202247191,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (วิทยาศาสตร์สิ่งแวดล้อม),นานาชาติ,115.0,5.0,0.043478260869565216,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาตรี,ร.บ. (การเมืองและการปกครอง),ไทย,306.0,13.0,0.042483660130718956,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาตรี,วท.บ.(กายภาพบำบัด),ไทย,260.0,11.0,0.04230769230769231,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (บ้านและชุมชน),ไทย,216.0,9.0,0.041666666666666664,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
09,คณะทันตแพทยศาสตร์,ปริญญาตรี,ท.บ.,ไทย,387.0,16.0,0.041343669250646,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
18,คณะการสื่อสารมวลชน,ปริญญาตรี,ศศ.บ. (การสื่อสารมวลชน),ไทย,1088.0,43.0,0.03952205882352941,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (อัญมณีวิทยา),ไทย,105.0,4.0,0.0380952380952381,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาตรี,วท.บ. (สังคมวิทยาและมานุษยวิทยา),ไทย,457.0,17.0,0.037199124726477024,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาตรี,วท.บ. (รังสีเทคนิค),ไทย,269.0,10.0,0.03717472118959108,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (วิทยาศาสตร์และเทคโนโลยีการอาหาร),ไทย,432.0,16.0,0.037037037037037035,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
20,คณะนิติศาสตร์,ปริญญาตรี,น.บ.,ไทย,1394.0,51.0,0.036585365853658534,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาไทยในฐานะภาษาต่างประเทศ),นานาชาติ,84.0,3.0,0.03571428571428571,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาตรี,วท.บ. (สัตวศาสตร์),ไทย,512.0,18.0,0.03515625,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาตรี,ศป.บ. (การออกแบบ),ไทย,230.0,8.0,0.034782608695652174,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
24,วิทยาลัยนานาชาตินวัตกรรมดิจิทัล,ปริญญาตรี,วท.บ. (นวัตกรรมดิจิทัล),นานาชาติ,433.0,15.0,0.03464203233256351,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาตรี,วท.บ. (เทคโนโลยีและนวัตกรรมผลิตภัณฑ์อาหารทะเล),ไทย,162.0,5.0,0.030864197530864196,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาตรี,บช.บ.,ไทย,654.0,19.0,0.0290519877675841,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (จุลชีววิทยา),ไทย,139.0,4.0,0.02877697841726619,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
10,คณะเภสัชศาสตร์,ปริญญาตรี,ภ.บ.,ไทย,921.0,25.0,0.02714440825190011,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาตรี,ศศ.บ. (ภาษาฝรั่งเศส),ไทย,161.0,4.0,0.024844720496894408,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาตรี,รป.บ.,ไทย,333.0,8.0,0.024024024024024024,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (ธรณีวิทยา),ไทย,172.0,4.0,0.023255813953488372,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาตรี,พ.บ.,ไทย,1505.0,34.0,0.022591362126245847,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาตรี,วท.บ. (เทคนิคการแพทย์),ไทย,417.0,9.0,0.02158273381294964,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาตรี,ศษ.บ. (ฟิสิกส์),ไทย,96.0,2.0,0.020833333333333332,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (ชีววิทยา),ไทย,105.0,2.0,0.01904761904761905,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,ปริญญาตรี,ร.บ. (การระหว่างประเทศ),ไทย,333.0,6.0,0.018018018018018018,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาตรี,วท.บ. (ชีวเคมีและชีวเคมีนวัตกรรม),ไทย,118.0,2.0,0.01694915254237288,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
